owner,NAMASTE,Sensei
1,9XX9odn1k2aVik82E5arkonKRjHx6WrxkJwsrr28mKtt,0
1,857apbEvtm4pSuB5hA3nkyeLCfEFkaXsp1cvvLPgFnTW,0
1,9i48utFUqPVv9KuLSWnPU4WNzmUjzzYeTqwo4sd8LiVn,0
1,Hyoqcph5uqQWjjgy1trXrrUmv2LSb3vmTHH2RGZDDuM9,0
1,6kz3vAzJfqQi8EJhVX7pat18YqSsTitc6QdHsTWHPXhw,0
1,HaFHzUuUMUGhmSAKJmt9bKX2Mw3BBNXvXduEc5z84cAk,0
1,BXTHJ38ABgdqLTX6ZLRnLdwqZaGvtzESHVxfprTUKRyb,0
1,AVLPiJKr1NPN7p7eAWae52DZDX7w1HH1Bg7Kg3uWaCAm,0
1,E8JwoGgR592LhYDi67VpeNpSXxUvTb5zRTJ6CK9EetJN,0
1,6FXQ4WB6t4fgaXqMoiUS8YGWYEzHgGLN3Rjcj2Pc9vBK,0
1,DjwBSVPz67EUmCTVoZDYGLLmBbKNR5UDWJnnL3dLzau4,0
1,2N2dQZJKinrZ92MHG8B2R71avYyVPfxwPrG5JeY9XptT,0
1,GifMjm8J8CWg4ZCtXuVshUC5Y8BnCtDjV2duowRGHmw1,0
1,tVm7FwXbDHy6RqpzUvyMnm9DHWqv94C852QbPXHKoKB,0
1,6oKQGQw9Evag2fHeXtgWqHXGVvTazjykKhVhiXaUzPYU,0
1,9fsPC7LKwGZt9xu2GzpvZascUQFzn1oF7HxAwnVAxeWP,0
1,7JUv1vh9C6hGBN95WmDU8JUEF91oaAAthHmK8TKJboL,0
1,8eTZruQKoW5QqjH81z2acEzSc3gEQ1Svpi2WYoUun2o8,0
1,HbiQozJSpAT5mdDkEtU654kmsQyUHwyzRaMWbWfdpoD6,0
1,4mHAMar8Fh425psuej6r4QSan4h35w9MxGqNoFBwLuDZ,0
1,CxoPncXoX4gUSeuuiBpzJKD2kZznXiXzhZFWqR6KtTCe,0
1,6eJSakfQxgUHiHZegfiuVukRrzunCm9L9ev12FH78QYZ,0
1,AdHeAMR6UUWGUMVp1NY7cZkMepYoZvrZhFnS5K8qFbbh,0
1,6hjoKQD5wPFF7RjTjDMLEGLZFM7NZU8uNSJpx9gNFUU5,0
1,gmAtgcxQMecDB1awHCqQye22CkspiwcrrojhpNHCLqA,0
1,AGgvwBeMuaLRa1MCFii3huJcwWgyyoJHfUEEYEYV6mQ9,0
